data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-07-15 07:35:09.681318;213;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Merle Guy;masculino;pix
2025-07-15 12:56:11.994634;214;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Monica Russell;feminino;boleto
2025-07-15 15:10:09.618855;215;São Paulo;Ana Oliveira;Tablet Apple Ipad;Jose Sule;masculino;pix
2025-07-15 15:33:52.716081;216;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Adrian Jackson;masculino;cartão de crédito
2025-07-15 15:56:13.013911;217;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Devin Ponce;masculino;boleto
2025-07-15 16:14:55.833296;218;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Edward Mccartney;masculino;cartão de crédito
2025-07-16 10:32:18.372159;219;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;John Arciba;masculino;boleto
2025-07-16 15:28:17.935374;220;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Johnny Stade;masculino;cartão de crédito
2025-07-16 16:13:07.894034;221;São Paulo;Lucas Pereira;Tablet Apple Ipad;Garrett Barsness;masculino;dinheiro
2025-07-17 06:50:15.154629;222;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Wanda Campos;feminino;pix
2025-07-17 08:01:28.209648;223;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Kathleen Davis;feminino;boleto
2025-07-17 09:12:18.299572;224;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Marissa Whitaker;feminino;pix
2025-07-18 05:57:34.919595;225;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Lorraine Sierra;feminino;boleto
2025-07-18 06:45:50.624950;226;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Yvonne Colvard;feminino;pix
2025-07-18 07:15:06.693222;227;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Carol Jones;feminino;cartão de crédito
2025-07-18 07:37:23.775020;228;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Ashlee Williams;feminino;boleto
2025-07-18 08:14:08.899348;229;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Stephanie Kolodziej;feminino;cartão de crédito
2025-07-18 08:52:10.346871;230;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Kristen Drawdy;feminino;pix
2025-07-18 10:04:43.083055;231;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Theresa Rendon;feminino;boleto
2025-07-18 16:37:53.216981;232;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Brent Russell;masculino;cartão de crédito
2025-07-19 05:56:08.165893;233;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Thomas Barrett;masculino;dinheiro
2025-07-19 08:59:39.536836;234;São Paulo;Ana Oliveira;Notebook Dell Inspiron;John Carroll;masculino;pix
2025-07-19 09:02:52.010817;235;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Bryan Scully;masculino;pix
2025-07-19 09:29:55.377963;236;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Matthew Abbott;masculino;boleto
2025-07-19 09:30:14.788687;237;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Ann Lee;feminino;boleto
2025-07-19 09:56:53.219964;238;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Victor Rizvi;masculino;dinheiro
2025-07-19 14:07:20.867112;239;Porto Alegre;Mariana Gomes;Smartwatch Garmin;John Gillespie;masculino;boleto
2025-07-19 15:40:10.793419;240;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Eric Mctiernan;masculino;dinheiro
2025-07-20 12:32:08.566385;241;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Daniel Tolbert;masculino;pix
2025-07-20 15:00:24.952241;242;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Mark Arrington;masculino;pix
2025-07-20 16:30:11.639947;243;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Rodolfo Castellanos;masculino;boleto
2025-07-21 11:58:21.016270;244;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Jodi Wiest;feminino;boleto
2025-07-21 15:33:09.027269;245;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Samuel Miller;masculino;boleto
2025-07-21 16:14:10.623303;246;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Korey Morgan;masculino;dinheiro
2025-07-22 06:44:14.032372;247;São Paulo;Ana Oliveira;Smartwatch Garmin;Kimberli Oliver;feminino;cartão de crédito
2025-07-22 07:56:07.809928;248;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Richard Jones;masculino;pix
2025-07-22 10:22:37.283856;249;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Dena Roser;feminino;cartão de crédito
2025-07-22 12:04:07.388100;250;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Tracy Martin;feminino;dinheiro
2025-07-22 13:40:52.598529;251;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Juanita Newsom;feminino;boleto
2025-07-22 14:51:07.332803;252;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Jimmy Hastings;masculino;dinheiro
2025-07-22 15:57:22.615481;253;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Damon Mccallum;masculino;cartão de crédito
2025-07-22 16:20:10.088408;254;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Lula Mcadams;feminino;cartão de crédito
2025-07-23 13:55:13.882021;255;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Brenda Forbes;feminino;boleto
2025-07-24 08:53:22.145058;256;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Charles Lashua;masculino;cartão de crédito
2025-07-24 11:24:43.914595;257;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;George Tomblin;masculino;cartão de crédito
2025-07-24 15:39:26.398604;258;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Betsy Cassem;feminino;pix
2025-07-25 11:06:08.575908;259;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Sylvia Owens;feminino;pix
2025-07-25 11:41:19.388337;260;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Jack Connell;masculino;cartão de crédito
2025-07-25 12:02:49.564942;261;São Paulo;Ana Oliveira;Tablet Apple Ipad;Stephanie Stinnett;feminino;dinheiro
2025-07-26 06:12:53.206965;262;São Paulo;Lucas Pereira;Smartwatch Garmin;Barbara Soloman;feminino;cartão de crédito
2025-07-26 10:27:09.194187;263;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Anthony Curry;masculino;dinheiro
2025-07-26 11:57:49.985473;264;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Seth Munguia;masculino;boleto
2025-07-26 13:09:52.103261;265;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Joshua Jones;masculino;dinheiro
2025-07-26 14:26:44.386045;266;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Ernest Brandon;masculino;boleto
2025-07-26 15:08:11.089572;267;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Kurt Six;masculino;dinheiro
2025-07-27 05:41:55.952986;268;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Fannie Benoit;feminino;pix
2025-07-27 09:01:11.911089;269;São Paulo;Ana Oliveira;Smartwatch Garmin;Alan Florio;masculino;boleto
2025-07-27 09:20:55.138089;270;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Leona Shepherd;feminino;dinheiro
2025-07-27 10:28:10.609116;271;São Paulo;Ana Oliveira;Smartwatch Garmin;Sam Mitchell;masculino;pix
2025-07-27 13:03:52.783738;272;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Mary Peterson;feminino;pix
2025-07-27 15:33:11.760467;273;Florianópolis;Tiago Lima;Tablet Apple Ipad;Anne Harkavy;feminino;pix
2025-07-28 09:03:52.714076;274;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Richard Richter;masculino;boleto
2025-07-28 10:29:51.120616;275;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Roger Delgadillo;masculino;dinheiro
2025-07-28 15:59:13.845666;276;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Bruce Dodson;masculino;boleto
2025-07-29 06:39:21.231001;277;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Hildred Delligatti;feminino;pix
2025-07-29 10:55:51.531375;278;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Kathrin Murphy;feminino;boleto
2025-07-29 11:19:47.176878;279;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Anthony Arce;masculino;pix
2025-07-29 11:25:08.721473;280;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Chad Bigler;masculino;dinheiro
2025-07-29 14:26:07.026601;281;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Juan Jorgensen;masculino;boleto
2025-07-29 16:06:50.553855;282;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Yvonne Harris;feminino;dinheiro
2025-07-29 16:26:16.732980;283;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Lester Nittler;masculino;pix
2025-07-30 06:15:19.714227;284;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Ben Oconnor;masculino;pix
2025-07-30 09:59:10.894371;285;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Virginia Mcfarland;feminino;boleto
2025-07-30 12:17:10.505234;286;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Adrian Santiago;masculino;cartão de crédito
2025-07-30 13:39:20.848949;287;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Juana Mattson;feminino;cartão de crédito
2025-07-31 06:18:10.102441;288;Florianópolis;Gabriela Santos;Smartwatch Garmin;Sherry Amador;feminino;dinheiro
2025-07-31 07:39:53.265028;289;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Jonathan Sherrill;masculino;dinheiro
2025-07-31 08:06:12.907401;290;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Christopher Calderon;masculino;cartão de crédito
2025-07-31 08:45:39.553559;291;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;John Cummins;masculino;dinheiro
2025-07-31 08:58:53.402074;292;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Stella Winfrey;feminino;boleto
2025-07-31 09:30:10.400249;293;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jorge Bass;masculino;boleto
2025-07-31 09:51:10.428994;294;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Jane Gallo;feminino;dinheiro
2025-07-31 14:25:51.382826;295;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Sarah Billups;feminino;boleto
2025-07-31 14:49:11.305965;296;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Christopher Ainslie;masculino;boleto
2025-07-31 15:00:16.046320;297;Florianópolis;Gabriela Santos;Smartwatch Garmin;Cora Gheen;feminino;boleto
2025-08-01 11:28:20.227146;298;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Richard Carnes;masculino;boleto
2025-08-02 06:18:12.077239;299;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Charlotte Harrison;feminino;dinheiro
2025-08-02 07:45:26.076596;300;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Lonny Still;masculino;boleto
2025-08-02 11:00:37.228250;301;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Robert Chilton;masculino;boleto
2025-08-02 11:33:17.037610;302;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Harold Lawrence;masculino;boleto
2025-08-02 14:42:08.523341;303;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Richard Ervin;masculino;dinheiro
2025-08-02 16:04:52.015813;304;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Kyle Dibiase;masculino;pix
2025-08-03 10:30:50.588859;305;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Henry Bonner;masculino;pix
2025-08-03 10:49:11.101115;306;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Geraldine Everett;feminino;dinheiro
2025-08-03 12:22:49.979948;307;São Paulo;Lucas Pereira;Tablet Apple Ipad;Lois Stevens;feminino;boleto
2025-08-03 12:27:08.955833;308;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Samantha Roberts;feminino;pix
2025-08-03 13:30:16.966336;309;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Betty Torres;feminino;boleto
2025-08-03 16:36:42.827194;310;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Alexander Haraway;masculino;cartão de crédito
2025-08-04 06:33:51.150124;311;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Rozella Schweitzer;feminino;dinheiro
2025-08-04 09:07:53.914030;312;Florianópolis;Tiago Lima;Smartwatch Garmin;Jerry Mares;masculino;dinheiro
2025-08-04 10:26:13.650071;313;São Paulo;Ana Oliveira;Tablet Apple Ipad;John Livingston;masculino;boleto
2025-08-04 12:12:49.547892;314;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Darren Call;masculino;dinheiro
2025-08-04 12:16:51.777001;315;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Paula Pennington;feminino;cartão de crédito
2025-08-04 14:59:39.315267;316;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Raymond Joosten;masculino;pix
2025-08-05 07:09:08.881460;317;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Yolanda Knuckles;feminino;cartão de crédito
2025-08-05 09:51:07.609883;318;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Bryan Daugherty;masculino;boleto
2025-08-05 10:21:07.687015;319;Florianópolis;Tiago Lima;Smartwatch Garmin;Chad Barlow;masculino;boleto
2025-08-05 11:28:47.193399;320;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;John Easter;masculino;pix
2025-08-05 12:13:51.646317;321;Florianópolis;Gabriela Santos;Smartwatch Garmin;Charles Roddy;masculino;pix
2025-08-05 14:27:08.051278;322;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Jeannette Parikh;feminino;dinheiro
2025-08-06 07:15:26.149727;323;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Mary Zimmerman;feminino;dinheiro
2025-08-06 10:14:29.097699;324;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Lisa Sharkey;feminino;cartão de crédito
2025-08-06 10:15:51.274196;325;São Paulo;Ana Oliveira;Smartwatch Garmin;Robert Ainsworth;masculino;dinheiro
2025-08-06 12:44:13.045464;326;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Mary Billups;feminino;cartão de crédito
2025-08-06 13:17:16.582847;327;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Grady Smith;masculino;cartão de crédito
2025-08-06 14:16:06.944093;328;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Gary Eskridge;masculino;dinheiro
2025-08-06 14:26:09.915480;329;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Retta Trujillo;feminino;pix
2025-08-06 15:08:08.147896;330;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Lawrence Bailey;masculino;boleto
2025-08-07 07:37:09.476169;331;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Herman Shaw;masculino;boleto
2025-08-07 07:57:38.717543;332;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Ernestine Amorosi;feminino;dinheiro
2025-08-07 10:18:50.028991;333;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Denise Leadbetter;feminino;cartão de crédito
2025-08-07 10:31:50.927866;334;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Ralph Huskins;masculino;boleto
2025-08-07 16:05:07.578364;335;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Justin Wilken;masculino;dinheiro
2025-08-07 16:37:51.343827;336;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Lydia Finke;feminino;dinheiro
2025-08-08 06:37:51.291220;337;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Carol Krieger;feminino;boleto
2025-08-08 07:59:51.548297;338;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Peggy Cowan;feminino;boleto
2025-08-08 08:28:11.623819;339;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Laura Richardson;feminino;cartão de crédito
2025-08-08 11:22:18.235496;340;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Chris Jackson;masculino;pix
2025-08-08 13:48:24.567626;341;Florianópolis;Tiago Lima;Tablet Apple Ipad;Tony Soehl;masculino;dinheiro
2025-08-08 15:11:11.134087;342;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Kenneth Blount;masculino;cartão de crédito
2025-08-09 06:16:43.319769;343;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Raquel Serrano;feminino;boleto
2025-08-09 10:36:50.589862;344;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Matthew Albertson;masculino;dinheiro
2025-08-09 11:39:47.297682;345;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Horace Slusser;masculino;boleto
2025-08-09 12:13:12.324972;346;Florianópolis;Tiago Lima;Smartwatch Garmin;Bryan Torres;masculino;dinheiro
2025-08-09 13:28:31.145888;347;São Paulo;Ana Oliveira;Tablet Apple Ipad;Kelly Oneill;masculino;dinheiro
2025-08-09 15:30:13.653068;348;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Ronald Delmoro;masculino;cartão de crédito
2025-08-10 07:06:38.369324;349;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Jesus Thompson;masculino;pix
2025-08-10 09:49:17.039138;350;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Veronica Smallwood;feminino;pix
2025-08-10 10:30:14.789737;351;São Paulo;Lucas Pereira;Tablet Apple Ipad;Mark Busch;masculino;dinheiro
2025-08-10 11:13:09.584850;352;São Paulo;Lucas Pereira;Smartwatch Garmin;Lucy Blakeman;feminino;cartão de crédito
2025-08-10 11:20:14.566059;353;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Andrea Paul;feminino;dinheiro
2025-08-10 15:43:18.947685;354;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Emma Sigrist;feminino;pix
2025-08-11 05:51:09.257976;355;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Jo Perez;feminino;dinheiro
2025-08-11 05:53:13.904250;356;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Robert Mckinney;masculino;pix
2025-08-11 09:56:43.367357;357;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Ellis Slaton;masculino;pix
2025-08-11 11:21:12.584334;358;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Mary Johnson;feminino;dinheiro
2025-08-11 14:36:08.520322;359;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Michael Bryant;masculino;dinheiro
2025-08-11 14:45:10.931846;360;Florianópolis;Tiago Lima;Tablet Apple Ipad;Mitchell Meneses;masculino;pix
2025-08-12 09:15:14.326414;361;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Roger Allen;masculino;dinheiro
2025-08-12 11:45:27.200037;362;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Sophia Wentworth;feminino;pix
2025-08-13 06:09:12.954382;363;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Rebecca Porter;feminino;dinheiro
2025-08-13 07:25:53.683390;364;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Luis Dyches;masculino;dinheiro
2025-08-13 08:09:09.354468;365;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Angela Ray;feminino;boleto
2025-08-13 08:56:25.867087;366;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Bernice Neal;feminino;cartão de crédito
2025-08-13 09:22:07.302278;367;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Joyce Abernathy;feminino;boleto
2025-08-13 14:34:09.367021;368;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Don Friend;masculino;boleto
2025-08-13 14:55:14.631970;369;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Jennifer Crane;feminino;pix
2025-08-13 16:11:19.716223;370;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Matthew Mclean;masculino;pix
2025-08-14 06:00:43.462085;371;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Michelle Piatek;feminino;boleto
2025-08-14 06:37:52.359646;372;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Donna Osorno;feminino;pix
2025-08-14 09:14:07.471169;373;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Andrew Shealy;masculino;boleto
2025-08-14 10:00:08.796909;374;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jamie Knudson;feminino;dinheiro
2025-08-14 10:27:31.017815;375;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Sally Miller;feminino;pix
2025-08-14 12:33:43.973168;376;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Joseph Chavira;masculino;pix
2025-08-15 07:20:31.033819;377;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Daniel Mitchell;masculino;boleto
2025-08-15 08:12:08.478942;378;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Adelaide Rawdon;feminino;boleto
2025-08-15 11:14:07.296568;379;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Frank Theisen;masculino;cartão de crédito
2025-08-15 11:48:50.360696;380;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;James Huson;masculino;pix
2025-08-15 13:16:08.775911;381;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Ted Delapp;masculino;pix
2025-08-15 13:37:55.942930;382;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Curtis Collin;masculino;dinheiro
2025-08-15 14:26:51.014104;383;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Matthew Blankenship;masculino;cartão de crédito
2025-08-15 16:18:08.152892;384;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Heather Brunner;feminino;cartão de crédito
2025-08-16 07:17:38.568849;385;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Cordell Hansen;masculino;cartão de crédito
2025-08-16 07:29:19.128474;386;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Shirley Blankenship;feminino;dinheiro
2025-08-16 08:08:07.418121;387;São Paulo;Ana Oliveira;Tablet Apple Ipad;Kevin Robertson;masculino;dinheiro
2025-08-16 08:29:27.560014;388;Florianópolis;Gabriela Santos;Smartwatch Garmin;Nancy Jones;feminino;pix
2025-08-16 09:27:47.146873;389;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Frances Rice;feminino;dinheiro
2025-08-16 15:08:17.473127;390;São Paulo;Ana Oliveira;Smartwatch Garmin;Dean Biddle;masculino;dinheiro
2025-08-17 07:46:32.735271;391;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Edythe Aiello;feminino;pix
2025-08-17 08:04:51.049665;392;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Jose Powell;masculino;boleto
2025-08-17 09:32:06.843837;393;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Audrey Dawson;feminino;cartão de crédito
2025-08-17 09:49:10.641903;394;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Ronald Wansley;masculino;cartão de crédito
2025-08-17 10:30:11.684942;395;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Steve Noy;masculino;cartão de crédito
2025-08-17 11:36:29.157701;396;Florianópolis;Tiago Lima;Tablet Apple Ipad;Steven Roderiquez;masculino;boleto
